time,timezone,latitude,longitude,summary,sunriseTime,sunsetTime,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,daylight,city
2019-10-26 00:00:00,Asia/Kolkata,19.601194,75.552979,Light rain and humid throughout the day.,2019-10-26 06:27:00,2019-10-26 17:59:00,0.7541,2.1268,2019-10-26 00:00:00,1,rain,20.23,2019-10-26 04:12:00,28.4,2019-10-26 14:26:00,21.28,2019-10-26 04:13:00,31.06,2019-10-26 14:27:00,11:32:00,Maharashtra
2019-10-26 00:00:00,Asia/Kolkata,19.66328,75.300293,Light rain and humid throughout the day.,2019-10-26 06:28:00,2019-10-26 18:00:00,0.7618,2.1055,2019-10-26 00:00:00,1,rain,20.18,2019-10-26 04:08:00,28.15,2019-10-26 14:26:00,21.2,2019-10-26 04:10:00,30.53,2019-10-26 14:27:00,11:32:00,Maharashtra
2019-11-02 00:00:00,Asia/Kolkata,22.309425,72.13623,Possible light rain in the morning.,2019-11-02 06:47:00,2019-11-02 18:05:00,0.1179,0.6367,2019-11-02 08:36:00,0.65,rain,24.31,2019-11-02 08:16:00,28.71,2019-11-02 13:14:00,25.67,2019-11-02 08:05:00,33.04,2019-11-02 13:14:00,11:18:00,Gujarat
2019-10-30 00:00:00,Asia/Kolkata,15.2993,74.124,Possible drizzle in the afternoon.,2019-10-30 06:30:00,2019-10-30 18:07:00,0.0506,0.276,2019-10-30 14:41:00,0.52,rain,23.48,2019-10-30 04:44:00,33.24,2019-10-30 12:58:00,24.5,2019-10-30 04:49:00,39.36,2019-10-30 13:14:00,11:37:00,Goa
2019-10-30 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-30 06:33:00,2019-10-30 17:40:00,0.0014,0.0051,2019-10-30 06:30:00,0.01,rain,21,2019-10-30 07:49:00,30.97,2019-10-30 14:58:00,21.36,2019-10-30 08:01:00,30.68,2019-10-30 14:57:00,11:07:00,Delhi
2019-11-01 00:00:00,Asia/Kolkata,11.059821,78.387451,Humid throughout the day.,2019-11-01 06:09:00,2019-11-01 17:53:00,0.0403,0.2794,2019-11-01 14:33:00,0.18,rain,21.81,2019-11-01 03:30:00,31.55,2019-11-01 17:15:00,22.8,2019-11-01 03:30:00,36.03,2019-11-01 17:23:00,11:44:00,Tamil Nadu
2019-10-29 00:00:00,Asia/Kolkata,11.059821,78.387451,Light rain and humid throughout the day.,2019-10-29 06:09:00,2019-10-29 17:54:00,0.4579,1.8847,2019-10-29 08:24:00,0.95,rain,21.89,2019-10-29 06:36:00,31.71,2019-10-29 12:32:00,22.95,2019-10-29 06:36:00,36.51,2019-10-29 12:32:00,11:45:00,Tamil Nadu
2019-10-30 00:00:00,Asia/Kolkata,20.94092,84.803467,Humid and mostly cloudy throughout the day.,2019-10-30 05:53:00,2019-10-30 17:18:00,0.052,0.9209,2019-10-30 19:30:00,0.17,rain,21.79,2019-10-30 04:37:00,30.95,2019-10-30 13:31:00,22.97,2019-10-30 04:38:00,36.48,2019-10-30 13:16:00,11:25:00,Odisha
2019-10-29 00:00:00,Asia/Kolkata,27.391277,73.432617,Overcast throughout the day.,2019-10-29 06:46:00,2019-10-29 17:57:00,0.0086,0.0668,2019-10-29 16:30:00,0.07,rain,21.79,2019-10-29 04:26:00,31.85,2019-10-29 15:27:00,22.06,2019-10-29 04:26:00,31.57,2019-10-29 15:27:00,11:11:00,Rajasthan
2019-10-28 00:00:00,Asia/Kolkata,17.123184,79.208824,Possible light rain overnight.,2019-10-28 06:11:00,2019-10-28 17:45:00,0.1458,0.9372,2019-10-28 00:00:00,0.62,rain,22.2,2019-10-28 04:26:00,29.5,2019-10-28 12:56:00,23.49,2019-10-28 04:27:00,34.96,2019-10-28 13:14:00,11:34:00,Telangana
2019-10-23 00:00:00,Asia/Kolkata,15.2993,74.124,Rain and humid throughout the day.,2019-10-23 06:28:00,2019-10-23 18:10:00,1.062,3.0393,2019-10-23 16:21:00,1,rain,22.6,2019-10-23 03:31:00,27.51,2019-10-23 10:31:00,23.84,2019-10-23 03:36:00,31.8,2019-10-23 10:31:00,11:42:00,Goa
2019-10-25 00:00:00,Asia/Kolkata,17.123184,79.208824,Light rain and humid throughout the day.,2019-10-25 06:10:00,2019-10-25 17:47:00,0.6196,1.5375,2019-10-25 17:04:00,1,rain,21.78,2019-10-25 04:25:00,29.86,2019-10-25 13:21:00,22.95,2019-10-25 04:25:00,34.69,2019-10-25 13:21:00,11:37:00,Telangana
2019-10-21 00:00:00,Asia/Kolkata,17.123184,79.208824,Rain until afternoon.,2019-10-21 06:09:00,2019-10-21 17:49:00,0.5202,4.1149,2019-10-21 05:32:00,0.9,rain,21.55,2019-10-21 03:27:00,26.57,2019-10-21 13:46:00,22.83,2019-10-21 03:28:00,28.82,2019-10-21 15:29:00,11:40:00,Telangana
2019-10-30 00:00:00,Asia/Kolkata,19.601194,75.552979,"Light rain until night, starting again in the afternoon.",2019-10-30 06:29:00,2019-10-30 17:56:00,0.4161,1.3755,2019-10-30 20:01:00,0.84,rain,20.86,2019-10-30 07:16:00,29.32,2019-10-30 13:30:00,21.84,2019-10-30 07:17:00,33.73,2019-10-30 13:38:00,11:27:00,Maharashtra
2019-10-30 00:00:00,Asia/Kolkata,19.66328,75.300293,"Rain until night, starting again in the afternoon.",2019-10-30 06:30:00,2019-10-30 17:57:00,0.598,2.5437,2019-10-30 19:36:00,0.83,rain,21.17,2019-10-30 04:52:00,29.34,2019-10-30 13:51:00,22.15,2019-10-30 04:57:00,33.13,2019-10-30 13:46:00,11:27:00,Maharashtra
2019-11-01 00:00:00,Asia/Kolkata,27.391277,73.432617,Partly cloudy throughout the day.,2019-11-01 06:48:00,2019-11-01 17:55:00,0.0184,0.1676,2019-11-01 15:11:00,0.07,rain,22.21,2019-11-01 04:35:00,34.66,2019-11-01 13:18:00,22.67,2019-11-01 04:35:00,34.38,2019-11-01 13:18:00,11:07:00,Rajasthan
2019-10-25 00:00:00,Asia/Kolkata,27.391277,73.432617,Clear throughout the day.,2019-10-25 06:43:00,2019-10-25 18:00:00,0.0033,0.0139,2019-10-25 12:19:00,0.03,rain,19.13,2019-10-25 04:58:00,33.93,2019-10-25 13:32:00,19.4,2019-10-25 04:58:00,33.65,2019-10-25 13:32:00,11:17:00,Rajasthan
2019-10-26 00:00:00,Asia/Kolkata,20.94092,84.803467,Possible light rain starting in the morning.,2019-10-26 05:52:00,2019-10-26 17:20:00,0.2255,0.7571,2019-10-26 12:36:00,0.86,rain,20.34,2019-10-26 04:23:00,25.17,2019-10-26 13:15:00,21.39,2019-10-26 04:24:00,25.97,2019-10-26 13:16:00,11:28:00,Odisha
2019-10-28 00:00:00,Asia/Kolkata,12.9141,74.856,Possible light rain overnight.,2019-10-28 06:24:00,2019-10-28 18:07:00,0.0246,0.2174,2019-10-28 16:26:00,0.28,rain,24.01,2019-10-28 06:12:00,32.69,2019-10-28 12:30:00,25.14,2019-10-28 06:13:00,36.42,2019-10-28 12:34:00,11:43:00,Mangalore
2019-10-21 00:00:00,Asia/Kolkata,12.9141,74.856,Rain and humid throughout the day.,2019-10-21 06:23:00,2019-10-21 18:10:00,0.4565,1.5877,2019-10-21 02:29:00,0.99,rain,22.89,2019-10-21 06:01:00,28,2019-10-21 17:16:00,23.83,2019-10-21 05:51:00,30.93,2019-10-21 16:22:00,11:47:00,Mangalore
2019-10-23 00:00:00,Asia/Kolkata,32.084206,77.571167,Overcast throughout the day.,2019-10-23 06:30:00,2019-10-23 17:40:00,0.0448,0.207,2019-10-23 15:15:00,0.21,snow,-12.64,2019-10-23 04:57:00,-4.37,2019-10-23 12:38:00,-15.88,2019-10-23 05:05:00,-8.49,2019-10-23 12:27:00,11:10:00,Himachal Pradesh
2019-10-24 00:00:00,Asia/Kolkata,11.059821,78.387451,Light rain overnight and in the morning.,2019-10-24 06:08:00,2019-10-24 17:56:00,0.3414,1.0333,2019-10-24 00:00:00,0.97,rain,22.98,2019-10-24 07:22:00,32.18,2019-10-24 13:37:00,24.06,2019-10-24 07:21:00,38.8,2019-10-24 13:31:00,11:48:00,Tamil Nadu
2019-10-24 00:00:00,Asia/Kolkata,19.601194,75.552979,Rain and humid throughout the day.,2019-10-24 06:26:00,2019-10-24 18:00:00,0.9002,4.9965,2019-10-24 20:39:00,0.98,rain,20.23,2019-10-24 04:26:00,24.74,2019-10-24 11:33:00,21.2,2019-10-24 04:25:00,25.16,2019-10-24 11:34:00,11:34:00,Maharashtra
2019-10-24 00:00:00,Asia/Kolkata,19.66328,75.300293,Rain and humid throughout the day.,2019-10-24 06:27:00,2019-10-24 18:01:00,0.8877,4.5709,2019-10-24 21:56:00,0.98,rain,20.18,2019-10-24 03:27:00,24.89,2019-10-24 11:30:00,21.12,2019-10-24 03:29:00,25.26,2019-10-24 11:30:00,11:34:00,Maharashtra
2019-11-03 00:00:00,Asia/Kolkata,17.874857,78.100815,Humid and partly cloudy throughout the day.,2019-11-03 06:19:00,2019-11-03 17:46:00,0.0803,0.3947,2019-11-03 14:29:00,0.29,rain,20.28,2019-11-03 05:12:00,30.33,2019-11-03 13:26:00,21.25,2019-11-03 05:13:00,33.84,2019-11-03 13:24:00,11:27:00,Telangana
2019-10-30 00:00:00,Asia/Kolkata,23.473324,77.947998,Possible light rain in the afternoon.,2019-10-30 06:24:00,2019-10-30 17:43:00,0.1222,0.5779,2019-10-30 13:33:00,0.44,rain,20.48,2019-10-30 04:47:00,28.72,2019-10-30 14:23:00,21.39,2019-10-30 04:51:00,31.45,2019-10-30 12:19:00,11:19:00,Madhya Pradesh
2019-10-27 00:00:00,Asia/Kolkata,22.978624,87.747803,Humid and partly cloudy throughout the day.,2019-10-27 05:42:00,2019-10-27 17:06:00,0.0019,0.0096,2019-10-27 10:04:00,0.07,rain,19.89,2019-10-27 04:58:00,29.19,2019-10-27 13:17:00,20.88,2019-10-27 05:01:00,33.55,2019-10-27 13:21:00,11:24:00,West Bengal
2019-10-31 00:00:00,Asia/Kolkata,22.978624,87.747803,Humid and partly cloudy throughout the day.,2019-10-31 05:44:00,2019-10-31 17:03:00,0.0001,0.0031,2019-10-31 23:00:00,0.01,rain,19.65,2019-10-31 04:48:00,30.51,2019-10-31 13:20:00,20.56,2019-10-31 04:51:00,34.6,2019-10-31 13:23:00,11:19:00,West Bengal
2019-10-24 00:00:00,Asia/Kolkata,15.317277,75.71389,Light rain and humid throughout the day.,2019-10-24 06:22:00,2019-10-24 18:03:00,0.2646,0.7798,2019-10-24 05:40:00,0.97,rain,20.67,2019-10-24 03:26:00,25.92,2019-10-24 13:11:00,21.72,2019-10-24 03:33:00,26.44,2019-10-24 13:11:00,11:41:00,Karnataka
2019-11-03 00:00:00,Asia/Kolkata,15.317277,75.71389,Partly cloudy throughout the day.,2019-11-03 06:25:00,2019-11-03 17:59:00,0.0577,0.5478,2019-11-03 00:00:00,0.31,rain,20.49,2019-11-03 04:46:00,30.72,2019-11-03 15:29:00,21.43,2019-11-03 04:48:00,32.83,2019-11-03 15:22:00,11:34:00,Karnataka
2019-10-22 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-22 06:28:00,2019-10-22 17:47:00,0,0,2019-10-22 22:30:00,0,,17.6,2019-10-22 05:47:00,30.92,2019-10-22 14:49:00,17.87,2019-10-22 05:47:00,30.64,2019-10-22 14:49:00,11:19:00,Delhi
2019-10-26 00:00:00,Asia/Kolkata,12.9141,74.856,Rain and humid throughout the day.,2019-10-26 06:24:00,2019-10-26 18:08:00,1.5906,4.2037,2019-10-26 02:34:00,1,rain,23.23,2019-10-26 20:14:00,27.3,2019-10-26 11:27:00,24.24,2019-10-26 20:14:00,30.32,2019-10-26 11:29:00,11:44:00,Mangalore
2019-10-20 00:00:00,Asia/Kolkata,23.745127,91.746826,Humid throughout the day.,2019-10-20 05:24:00,2019-10-20 16:54:00,0.0017,0.0083,2019-10-20 08:30:00,0.03,rain,21.4,2019-10-20 04:53:00,33.35,2019-10-20 12:05:00,22.51,2019-10-20 04:53:00,41,2019-10-20 10:02:00,11:30:00,Tripura
2019-10-26 00:00:00,Asia/Kolkata,23.473324,77.947998,Mostly cloudy throughout the day.,2019-10-26 06:21:00,2019-10-26 17:45:00,0.0026,0.0099,2019-10-26 08:02:00,0.07,rain,19.55,2019-10-26 04:38:00,27.76,2019-10-26 13:27:00,20.23,2019-10-26 04:39:00,28.83,2019-10-26 13:27:00,11:24:00,Madhya Pradesh
2019-10-23 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid and partly cloudy throughout the day.,2019-10-23 05:24:00,2019-10-23 16:47:00,0.0033,0.0099,2019-10-23 17:36:00,0.07,rain,20.39,2019-10-23 05:00:00,30.64,2019-10-23 13:21:00,21.34,2019-10-23 05:00:00,34.55,2019-10-23 13:19:00,11:23:00,Assam
2019-10-27 00:00:00,Asia/Kolkata,23.473324,77.947998,Overcast throughout the day.,2019-10-27 06:22:00,2019-10-27 17:45:00,0.0262,0.1717,2019-10-27 17:30:00,0.35,rain,19.36,2019-10-27 03:42:00,25.32,2019-10-27 13:17:00,20.21,2019-10-27 03:46:00,25.58,2019-10-27 13:16:00,11:23:00,Madhya Pradesh
2019-10-26 00:00:00,Asia/Kolkata,28.207609,79.82666,Clear throughout the day.,2019-10-26 06:19:00,2019-10-26 17:33:00,0.0025,0.0099,2019-10-26 08:02:00,0.04,rain,17.38,2019-10-26 04:26:00,29.53,2019-10-26 13:31:00,17.95,2019-10-26 04:26:00,30,2019-10-26 13:17:00,11:14:00,Uttar Pradesh
2019-10-31 00:00:00,Asia/Kolkata,23.473324,77.947998,Clear throughout the day.,2019-10-31 06:24:00,2019-10-31 17:42:00,0.0006,0.0037,2019-10-31 14:39:00,0.01,rain,19.54,2019-10-31 05:30:00,31.5,2019-10-31 13:29:00,20.28,2019-10-31 05:29:00,33.42,2019-10-31 13:16:00,11:18:00,Madhya Pradesh
2019-10-29 00:00:00,Asia/Kolkata,32.084206,77.571167,Clear throughout the day.,2019-10-29 06:35:00,2019-10-29 17:34:00,0.0017,0.0043,2019-10-29 20:00:00,0.08,snow,-9.81,2019-10-29 04:47:00,-1.09,2019-10-29 13:05:00,-13.7,2019-10-29 04:38:00,-3.85,2019-10-29 12:59:00,10:59:00,Himachal Pradesh
2019-10-26 00:00:00,Asia/Kolkata,23.745127,91.746826,Heavy rain and humid throughout the day.,2019-10-26 05:27:00,2019-10-26 16:50:00,2.9514,10.0265,2019-10-26 17:24:00,1,rain,21.32,2019-10-26 04:20:00,24.17,2019-10-26 12:44:00,22.63,2019-10-26 04:17:00,25.3,2019-10-26 12:58:00,11:23:00,Tripura
2019-10-22 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-10-22 06:31:00,2019-10-22 17:49:00,0,0,2019-10-22 22:30:00,0,,18.37,2019-10-22 04:34:00,33.08,2019-10-22 13:34:00,18.64,2019-10-22 04:34:00,32.8,2019-10-22 13:34:00,11:18:00,Haryana
2019-10-20 00:00:00,Asia/Kolkata,12.9141,74.856,Light rain and humid throughout the day.,2019-10-20 06:23:00,2019-10-20 18:11:00,0.6367,1.4703,2019-10-20 11:55:00,0.96,rain,23.96,2019-10-20 03:05:00,31.95,2019-10-20 11:39:00,25.03,2019-10-20 02:50:00,37.1,2019-10-20 11:59:00,11:48:00,Mangalore
2019-11-01 00:00:00,Asia/Kolkata,32.084206,77.571167,Foggy overnight and in the evening.,2019-11-01 06:37:00,2019-11-01 17:32:00,0.0316,0.2504,2019-11-01 23:00:00,0.34,snow,-10.29,2019-11-01 04:34:00,-3.17,2019-11-01 12:51:00,-14.96,2019-11-01 04:36:00,-6.14,2019-11-01 12:28:00,10:55:00,Himachal Pradesh
2019-11-02 00:00:00,Asia/Kolkata,10.850516,76.27108,Humid throughout the day.,2019-11-02 06:18:00,2019-11-02 18:02:00,0.1406,0.818,2019-11-02 18:24:00,0.42,rain,21.6,2019-11-02 05:42:00,33.76,2019-11-02 13:34:00,22.36,2019-11-02 05:37:00,41.53,2019-11-02 13:37:00,11:44:00,Kerala
2019-11-01 00:00:00,Asia/Kolkata,23.745127,91.746826,Humid throughout the day.,2019-11-01 05:30:00,2019-11-01 16:46:00,0.0007,0.0051,2019-11-01 00:30:00,0.03,rain,19.58,2019-11-01 04:55:00,31.32,2019-11-01 12:39:00,20.5,2019-11-01 04:55:00,34.27,2019-11-01 13:10:00,11:16:00,Tripura
2019-10-29 00:00:00,Asia/Kolkata,23.745127,91.746826,Humid and partly cloudy throughout the day.,2019-10-29 05:28:00,2019-10-29 16:48:00,0.0019,0.0056,2019-10-29 11:35:00,0.06,rain,20.65,2019-10-29 04:52:00,30.43,2019-10-29 13:08:00,21.84,2019-10-29 04:50:00,36.56,2019-10-29 13:15:00,11:20:00,Tripura
2019-10-30 00:00:00,Asia/Kolkata,28.207609,79.82666,Overcast throughout the day.,2019-10-30 06:22:00,2019-10-30 17:29:00,0.0014,0.0051,2019-10-30 06:30:00,0.02,rain,19.27,2019-10-30 05:20:00,29.24,2019-10-30 14:26:00,19.95,2019-10-30 05:20:00,30.33,2019-10-30 14:20:00,11:07:00,Uttar Pradesh
2019-10-20 00:00:00,Asia/Kolkata,32.084206,77.571167,Clear throughout the day.,2019-10-20 06:28:00,2019-10-20 17:44:00,0.0266,0.1678,2019-10-20 16:28:00,0.24,snow,-13.14,2019-10-20 05:29:00,-4.26,2019-10-20 13:01:00,-16.91,2019-10-20 05:27:00,-7.93,2019-10-20 12:57:00,11:16:00,Himachal Pradesh
2019-10-24 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-10-24 06:32:00,2019-10-24 17:47:00,0.0022,0.0072,2019-10-24 02:30:00,0.04,rain,17.69,2019-10-24 04:29:00,32.37,2019-10-24 13:38:00,17.96,2019-10-24 04:29:00,32.09,2019-10-24 13:38:00,11:15:00,Haryana
2019-10-27 00:00:00,Asia/Kolkata,32.084206,77.571167,Clear throughout the day.,2019-10-27 06:33:00,2019-10-27 17:36:00,0.0019,0.0094,2019-10-27 09:30:00,0.05,snow,-10.7,2019-10-27 03:42:00,-1.27,2019-10-27 13:00:00,-14.8,2019-10-27 04:19:00,-3.63,2019-10-27 12:53:00,11:03:00,Himachal Pradesh
2019-10-31 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-10-31 06:37:00,2019-10-31 17:41:00,0,0,2019-10-31 23:00:00,0,,17.9,2019-10-31 05:38:00,33.2,2019-10-31 13:37:00,18.17,2019-10-31 05:38:00,32.92,2019-10-31 13:37:00,11:04:00,Haryana
2019-10-21 00:00:00,Asia/Kolkata,26.244156,92.537842,Light rain in the morning and afternoon.,2019-10-21 05:23:00,2019-10-21 16:48:00,0.1687,0.5058,2019-10-21 10:32:00,0.93,rain,22.01,2019-10-21 03:51:00,30.15,2019-10-21 13:08:00,23.24,2019-10-21 04:01:00,37.11,2019-10-21 13:12:00,11:25:00,Assam
2019-10-28 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid and mostly cloudy throughout the day.,2019-10-28 05:27:00,2019-10-28 16:42:00,0.0052,0.0227,2019-10-28 03:17:00,0.08,rain,19.05,2019-10-28 04:26:00,29.62,2019-10-28 13:25:00,20.01,2019-10-28 04:26:00,34.44,2019-10-28 13:18:00,11:15:00,Assam
2019-10-27 00:00:00,Asia/Kolkata,20.94092,84.803467,Humid and partly cloudy throughout the day.,2019-10-27 05:52:00,2019-10-27 17:20:00,0.0271,0.1335,2019-10-27 14:27:00,0.4,rain,20.94,2019-10-27 05:00:00,29.29,2019-10-27 13:03:00,22.08,2019-10-27 05:02:00,34.63,2019-10-27 13:07:00,11:28:00,Odisha
2019-10-26 00:00:00,Asia/Kolkata,17.874857,78.100815,Light rain and humid throughout the day.,2019-10-26 06:15:00,2019-10-26 17:50:00,0.7076,5.4721,2019-10-26 00:00:00,0.99,rain,20.41,2019-10-26 04:19:00,28.77,2019-10-26 13:19:00,21.48,2019-10-26 04:21:00,32.47,2019-10-26 13:20:00,11:35:00,Telangana
2019-10-20 00:00:00,Asia/Kolkata,10.850516,76.27108,"Heavy rain until night, starting again in the afternoon.",2019-10-20 06:15:00,2019-10-20 18:06:00,2.0295,10.6991,2019-10-20 20:58:00,0.97,rain,23.91,2019-10-20 07:25:00,32.17,2019-10-20 12:23:00,25.09,2019-10-20 07:25:00,38.21,2019-10-20 12:26:00,11:51:00,Kerala
2019-10-23 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-10-23 06:28:00,2019-10-23 17:46:00,0,0,2019-10-23 00:00:00,0,,18.28,2019-10-23 07:17:00,31.9,2019-10-23 16:09:00,18.55,2019-10-23 07:17:00,31.62,2019-10-23 16:09:00,11:18:00,Delhi
2019-10-22 00:00:00,Asia/Kolkata,11.059821,78.387451,Rain and humid throughout the day.,2019-10-22 06:07:00,2019-10-22 17:57:00,0.6568,3.6187,2019-10-22 00:00:00,0.99,rain,23.41,2019-10-22 02:55:00,29.25,2019-10-22 17:29:00,24.49,2019-10-22 02:55:00,33.25,2019-10-22 17:29:00,11:50:00,Tamil Nadu
2019-10-27 00:00:00,Asia/Kolkata,23.745127,91.746826,Possible light rain in the morning and afternoon.,2019-10-27 05:27:00,2019-10-27 16:49:00,0.2423,0.8612,2019-10-27 06:36:00,0.82,rain,21.23,2019-10-27 23:00:00,26.22,2019-10-27 13:26:00,22.51,2019-10-27 23:00:00,28.4,2019-10-27 13:27:00,11:22:00,Tripura
2019-10-27 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid and mostly cloudy throughout the day.,2019-10-27 05:27:00,2019-10-27 16:43:00,0.0216,0.0724,2019-10-27 03:14:00,0.36,rain,19.74,2019-10-27 04:00:00,26.97,2019-10-27 13:43:00,20.72,2019-10-27 04:04:00,29.16,2019-10-27 13:40:00,11:16:00,Assam
2019-11-09 00:00:00,Asia/Kolkata,26.244156,92.537842,Partly cloudy throughout the day.,2019-11-09 05:35:00,2019-11-09 16:35:00,0.0459,0.2908,2019-11-09 05:24:00,0.59,rain,21.06,2019-11-09 03:29:00,24.86,2019-11-09 11:24:00,22.28,2019-11-09 03:31:00,25.47,2019-11-09 10:59:00,11:00:00,Assam
2019-11-09 00:00:00,Asia/Kolkata,27.391277,73.432617,Clear throughout the day.,2019-11-09 06:53:00,2019-11-09 17:49:00,0.0017,0.0055,2019-11-09 18:07:00,0.01,rain,15.05,2019-11-09 06:58:00,27.61,2019-11-09 15:18:00,15.32,2019-11-09 06:58:00,27.33,2019-11-09 15:18:00,10:56:00,Rajasthan
2019-11-09 00:00:00,Asia/Kolkata,15.2993,74.124,Humid and partly cloudy throughout the day.,2019-11-09 06:34:00,2019-11-09 18:03:00,0.0079,0.0605,2019-11-09 15:28:00,0.06,rain,21.44,2019-11-09 05:05:00,31.96,2019-11-09 12:55:00,22.41,2019-11-09 05:07:00,36.73,2019-11-09 13:03:00,11:29:00,Goa
2019-11-09 00:00:00,Asia/Kolkata,20.94092,84.803467,,2019-11-09 05:59:00,2019-11-09 17:13:00,0.0101,0.0462,2019-11-09 15:01:00,0.14,rain,21.01,2019-11-09 05:00:00,26.23,2019-11-09 12:32:00,21.85,2019-11-09 05:04:00,27.59,2019-11-09 12:30:00,11:14:00,Odisha
2019-11-09 00:00:00,Asia/Kolkata,19.601194,75.552979,Clear throughout the day.,2019-11-09 06:34:00,2019-11-09 17:52:00,0.0032,0.0175,2019-11-09 11:20:00,0.03,rain,19.29,2019-11-09 04:26:00,31.58,2019-11-09 14:36:00,20.08,2019-11-09 04:28:00,31.76,2019-11-09 13:32:00,11:18:00,Maharashtra
2019-11-09 00:00:00,Asia/Kolkata,19.66328,75.300293,Clear throughout the day.,2019-11-09 06:35:00,2019-11-09 17:53:00,0.0017,0.0055,2019-11-09 18:07:00,0.02,rain,19.68,2019-11-09 04:26:00,31.58,2019-11-09 14:35:00,20.46,2019-11-09 04:27:00,31.46,2019-11-09 13:40:00,11:18:00,Maharashtra
2019-11-09 00:00:00,Asia/Kolkata,22.309425,72.13623,Clear throughout the day.,2019-11-09 06:51:00,2019-11-09 18:02:00,0.0031,0.0096,2019-11-09 14:31:00,0.05,rain,22.87,2019-11-09 04:34:00,32.22,2019-11-09 15:53:00,23.71,2019-11-09 04:34:00,35.97,2019-11-09 15:16:00,11:11:00,Gujarat
2019-11-09 00:00:00,Asia/Kolkata,17.123184,79.208824,Partly cloudy throughout the day.,2019-11-09 06:16:00,2019-11-09 17:41:00,0.0016,0.0055,2019-11-09 18:07:00,0.01,rain,20.56,2019-11-09 05:06:00,32.3,2019-11-09 13:39:00,21.45,2019-11-09 05:07:00,35.22,2019-11-09 14:07:00,11:25:00,Telangana
2019-11-09 00:00:00,Asia/Kolkata,12.9141,74.856,Humid and partly cloudy throughout the day.,2019-11-09 06:28:00,2019-11-09 18:03:00,0.0643,0.2916,2019-11-09 04:27:00,0.24,rain,24.96,2019-11-09 07:10:00,32.52,2019-11-09 12:30:00,25.87,2019-11-09 07:10:00,37.35,2019-11-09 12:36:00,11:35:00,Mangalore
2019-11-09 00:00:00,Asia/Kolkata,21.295132,81.828232,Clear throughout the day.,2019-11-09 06:11:00,2019-11-09 17:25:00,0.0017,0.0055,2019-11-09 18:07:00,0.04,rain,15.97,2019-11-09 04:22:00,30.11,2019-11-09 14:38:00,16.24,2019-11-09 04:23:00,31.94,2019-11-09 14:33:00,11:14:00,Chhattisgarh
2019-11-09 00:00:00,Asia/Kolkata,22.978624,87.747803,Clear throughout the day.,2019-11-09 05:50:00,2019-11-09 16:59:00,1.2321,4.172,2019-11-09 18:26:00,0.99,rain,21.08,2019-11-09 04:21:00,23.61,2019-11-09 15:36:00,22.15,2019-11-09 04:22:00,24.29,2019-11-09 15:31:00,11:09:00,West Bengal
2019-11-09 00:00:00,Asia/Kolkata,23.745127,91.746826,Partly cloudy throughout the day.,2019-11-09 05:35:00,2019-11-09 16:41:00,0.316,1.9749,2019-11-09 20:31:00,0.97,rain,21.46,2019-11-09 23:00:00,28.21,2019-11-09 13:59:00,22.85,2019-11-09 23:00:00,32.91,2019-11-09 13:47:00,11:06:00,Tripura
2019-11-09 00:00:00,Asia/Kolkata,11.059821,78.387451,Humid and mostly cloudy throughout the day.,2019-11-09 06:12:00,2019-11-09 17:52:00,0.5803,1.1866,2019-11-09 02:30:00,0.97,rain,23.99,2019-11-09 06:22:00,32.63,2019-11-09 14:56:00,25.2,2019-11-09 06:23:00,38.31,2019-11-09 14:56:00,11:40:00,Tamil Nadu
2019-11-09 00:00:00,Asia/Kolkata,32.084206,77.571167,,2019-11-09 06:44:00,2019-11-09 17:25:00,0.0015,0.0051,2019-11-09 17:30:00,0.1,snow,-14.35,2019-11-09 04:48:00,-4.83,2019-11-09 13:28:00,-20.4,2019-11-09 04:52:00,-5.82,2019-11-09 12:25:00,10:41:00,Himachal Pradesh
2019-11-09 00:00:00,Asia/Kolkata,15.317277,75.71389,Partly cloudy throughout the day.,2019-11-09 06:28:00,2019-11-09 17:57:00,0.0016,0.0055,2019-11-09 18:07:00,0.03,rain,19.76,2019-11-09 04:32:00,31.1,2019-11-09 15:09:00,20.6,2019-11-09 04:34:00,31.36,2019-11-09 14:50:00,11:29:00,Karnataka
2019-11-09 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-11-09 06:44:00,2019-11-09 17:35:00,0.0017,0.0055,2019-11-09 18:07:00,0.01,rain,15.41,2019-11-09 04:35:00,29.22,2019-11-09 14:16:00,15.68,2019-11-09 04:35:00,28.94,2019-11-09 14:16:00,10:51:00,Haryana
